sample_id,source_name,channel,input_type,seed_label,ground_truth_label,category,market,has_url_flag,has_email_flag,has_phone_flag,message_text_gold
mendeley_sms_02511,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hi dis is yijue i would be happy to work wif ü all for gek1510...
mendeley_sms_02512,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,children were there with her�."
mendeley_sms_02513,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Cos i want it to be your thing
mendeley_sms_02514,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
mendeley_sms_02515,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
mendeley_sms_02516,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,You will be in the place of that man�U hv to perform..
mendeley_sms_02517,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok no prob... I'll come after lunch then...
mendeley_sms_02518,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,We owe you for the last tax year. Please follow our secure link http:Ow.ly/ozvo308t.Jxz for more information.
mendeley_sms_02519,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,In that case I guess I'll see you at campus lodge
mendeley_sms_02520,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I want to sent  30 mesages today. Sorry
mendeley_sms_02521,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Lol great now im getting hungry.
mendeley_sms_02522,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
mendeley_sms_02523,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 8927307655"
mendeley_sms_02524,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
mendeley_sms_02525,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"That means you got an A in epi, she.s fine. She.s here now."
mendeley_sms_02526,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,That's y u haf 2 keep me busy...
mendeley_sms_02527,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
mendeley_sms_02528,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Are you still playing with gautham?
mendeley_sms_02529,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,When i have stuff to sell i.ll tell you
mendeley_sms_02530,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"ow u dey.i paid 60,400thousad.i told  u would call ."
mendeley_sms_02531,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Tell rob to mack his gf in the theater
mendeley_sms_02532,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,yes,No,No,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
mendeley_sms_02533,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yup ok...
mendeley_sms_02534,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
mendeley_sms_02535,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
mendeley_sms_02536,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Thts god's gift for birds as humans hav some natural gift frm god..
mendeley_sms_02537,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Are you plans with your family set in stone ?
mendeley_sms_02538,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"K, if u bored up just come to my home.."
mendeley_sms_02539,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No..but heard abt tat..
mendeley_sms_02540,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
mendeley_sms_02541,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
mendeley_sms_02542,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Oh ok.. Wat's ur email?
mendeley_sms_02543,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
mendeley_sms_02544,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
mendeley_sms_02545,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,When did you get to the library
mendeley_sms_02546,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Well its not like you actually called someone a punto. That woulda been worse.
mendeley_sms_02547,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
mendeley_sms_02548,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
mendeley_sms_02549,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Erutupalam thandiyachu
mendeley_sms_02550,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Please call our customer service representative on 7044518857 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000. FL1PKART TEAM"
mendeley_sms_02551,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Wat time u finish ur lect today?
mendeley_sms_02552,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
mendeley_sms_02553,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok�great�.
mendeley_sms_02554,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Call me when u're done...
mendeley_sms_02555,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Well. Im computerless. Time to make some oreo truffles
mendeley_sms_02556,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Still in the area of the restaurant. Ill try to come back soon
mendeley_sms_02557,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What you thinked about me. First time you saw me in class.
mendeley_sms_02558,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure..
mendeley_sms_02559,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I dont know exactly could you ask chechi.
mendeley_sms_02560,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
mendeley_sms_02561,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Where's my boytoy? I miss you ... What happened?
mendeley_sms_02562,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
mendeley_sms_02563,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I am joining today formally.Pls keep praying.will talk later.
mendeley_sms_02564,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Cheers for the card ... Is it that time of year already?
mendeley_sms_02565,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,If he wll start searching he will get job in few days.
mendeley_sms_02566,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
mendeley_sms_02567,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
mendeley_sms_02568,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW!
mendeley_sms_02569,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,So i asked how's anthony. Dad. And your bf
mendeley_sms_02570,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Merry christmas to u too annie!
mendeley_sms_02571,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Aight, I'll hit you up when I get some cash"
mendeley_sms_02572,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Come to me right now, Ahmad"
mendeley_sms_02573,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
mendeley_sms_02574,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
mendeley_sms_02575,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I can take you at like noon
mendeley_sms_02576,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Cool, I'll text you in a few"
mendeley_sms_02577,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
mendeley_sms_02578,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Not yet chikku..going to room nw, i'm in bus.."
mendeley_sms_02579,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"No, I was trying it all weekend ;V"
mendeley_sms_02580,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sorry, I'll call later..I have some urgent work.."
mendeley_sms_02581,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Great. So should i send you my account number.
mendeley_sms_02582,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 8536074310 immediately to verify"
mendeley_sms_02583,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,yes,No,yes,ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(www.bsaitm.in) JOIN BSAITM VIKASPURI 9873000679/9650354070
mendeley_sms_02584,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
mendeley_sms_02585,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
mendeley_sms_02586,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Me too baby! I promise to treat you well! I bet you will take good care of me...
mendeley_sms_02587,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
mendeley_sms_02588,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I will call you later, I don't have network."
mendeley_sms_02589,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
mendeley_sms_02590,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"The problem I have felt is you have the time to do it, but you choose not to."
mendeley_sms_02591,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Bbq this sat at mine from 6ish. Ur welcome 2 come
mendeley_sms_02592,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Yeah I should be able to, I'll text you when I'm ready to meet up"
mendeley_sms_02593,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Aight no rush, I'll ask jay"
mendeley_sms_02594,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
mendeley_sms_02595,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No. Did you multimedia message them or e-mail?
mendeley_sms_02596,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,How come guoyang go n tell her? Then u told her?
mendeley_sms_02597,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Well there's still a bit left if you guys want to tonight
mendeley_sms_02598,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Will ü b going to esplanade fr home?
mendeley_sms_02599,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD"
mendeley_sms_02600,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Wat time ü finish?
mendeley_sms_02601,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Am in gobi arts college
mendeley_sms_02602,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
mendeley_sms_02603,mendeley_sms_phishing,sms,text,Spam,scam,none,unknown,yes,No,yes,Need to clear doubts before exams? Experienced tutors help is just a click away- Free helpdesk round the clock. Just logon to eAgetutor.com or call 011-46592191
mendeley_sms_02604,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
mendeley_sms_02605,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I will come tomorrow di
mendeley_sms_02606,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What u talking bout early morning? It's almost noon where your at!
mendeley_sms_02607,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Then wat r u doing now? Busy wif work?
mendeley_sms_02608,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hai priya are you right. What doctor said pa. Where are you.
mendeley_sms_02609,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
mendeley_sms_02610,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Boooo you always work. Just quit.
mendeley_sms_02611,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Tell me pa. How is pain de.
mendeley_sms_02612,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I am in tirupur da, once you started from office call me."
mendeley_sms_02613,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I've got ten bucks, jay is being noncomittal"
mendeley_sms_02614,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
mendeley_sms_02615,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
mendeley_sms_02616,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I got a call from a landline number. . . I am asked to come to malviya nagar. . . I will go in the evening
mendeley_sms_02617,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm expressing  my gratitude brother. I promise i wont take your help for granted. You have been helping at all times.
mendeley_sms_02618,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,you'hv completed a transaction for AUD 788.93 on 06/02/17 03-27-31 pm. Please follow the link if it is not done by you http://commbank.netban
mendeley_sms_02619,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,How are you with moneY...as in to you...money aint a thing....how are you sha!
mendeley_sms_02620,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I WILL CAL YOU SIR. In meeting
mendeley_sms_02621,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
mendeley_sms_02622,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
mendeley_sms_02623,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
mendeley_sms_02624,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Todays Vodafone numbers ending 8023 are selected to receive a Rs.2,00,000 award. If you have a match please call 8927307655 quoting claim code 6001 standard rates apply"
mendeley_sms_02625,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Glad to see your reply.
mendeley_sms_02626,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
mendeley_sms_02627,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
mendeley_sms_02628,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
mendeley_sms_02629,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
mendeley_sms_02630,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,My sister cleared two round in birla soft yesterday.
mendeley_sms_02631,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
mendeley_sms_02632,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Its not that time of the month nor mid of the time?
mendeley_sms_02633,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
mendeley_sms_02634,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What is your record for one night? :)
mendeley_sms_02635,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,My exam is for february 4. Wish you a great day.
mendeley_sms_02636,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,How are you holding up?
mendeley_sms_02637,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I know where the  &lt;#&gt;  is, I'll be there around 5"
mendeley_sms_02638,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sorry, I don�t knw"
mendeley_sms_02639,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yes i have. So that's why u texted. Pshew...missing you so much
mendeley_sms_02640,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
mendeley_sms_02641,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Then dun wear jeans lor...
mendeley_sms_02642,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,When are you going to ride your bike?
mendeley_sms_02643,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Now get step 2 outta the way. Congrats again.
mendeley_sms_02644,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I am great! How are you?
mendeley_sms_02645,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,And is there a way you can send shade's stuff to her. And she has been wonderful too.
mendeley_sms_02646,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
mendeley_sms_02647,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
mendeley_sms_02648,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,How much did ur hdd casing cost.
mendeley_sms_02649,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
mendeley_sms_02650,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Huh so fast... Dat means u havent finished painting?
mendeley_sms_02651,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
mendeley_sms_02652,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,yes,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
mendeley_sms_02653,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
mendeley_sms_02654,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ma head dey swell oh. Thanks for making my day
mendeley_sms_02655,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
mendeley_sms_02656,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Was the actual exam harder than NBME
mendeley_sms_02657,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,And stop being an old man. You get to build snowman snow angels and snowball fights.
mendeley_sms_02658,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok. How many should i buy.
mendeley_sms_02659,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277.
mendeley_sms_02660,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special."
mendeley_sms_02661,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yes its possible but dint try. Pls dont tell to any one k
mendeley_sms_02662,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
mendeley_sms_02663,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"G says you never answer your texts, confirm/deny"
mendeley_sms_02664,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
mendeley_sms_02665,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
mendeley_sms_02666,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,You call times job today ok umma and ask them to speed up
mendeley_sms_02667,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Shall i come to get pickle
mendeley_sms_02668,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
mendeley_sms_02669,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
mendeley_sms_02670,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
mendeley_sms_02671,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
mendeley_sms_02672,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Too late. I said i have the website. I didn't i have or dont have the slippers
mendeley_sms_02673,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,That's my honeymoon outfit. :)
mendeley_sms_02674,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"at Customer place, i wil cal u sir."
